"CancerType","SampleType","Expression","PatientID"
"COAD","Tumor",3.49800147386172,"COAD_T_40"
"COAD","Tumor",3.01578255153272,"COAD_T_41"
"COAD","Tumor",3.40384173403223,"COAD_T_42"
"COAD","Tumor",3.14354500948715,"COAD_T_43"
"COAD","Tumor",3.57100101886832,"COAD_T_44"
"COAD","Tumor",4.30450052311912,"COAD_T_45"
"COAD","Tumor",3.91583054282144,"COAD_T_46"
"COAD","Tumor",2.96831054901506,"COAD_T_47"
"COAD","Tumor",4.36941890149552,"COAD_T_48"
"COAD","Tumor",3.28652282536418,"COAD_T_49"
"COAD","Tumor",3.08173875578284,"COAD_T_50"
"COAD","Tumor",3.44165428774728,"COAD_T_51"
"COAD","Tumor",3.6922120990985,"COAD_T_52"
"COAD","Tumor",3.66204121190839,"COAD_T_53"
"COAD","Tumor",2.42842930199092,"COAD_T_54"
"COAD","Tumor",3.67405490918583,"COAD_T_55"
"COAD","Tumor",3.70327735346876,"COAD_T_56"
"COAD","Tumor",3.42206107772278,"COAD_T_57"
"COAD","Tumor",4.13507531910737,"COAD_T_58"
"COAD","Tumor",3.60678628906285,"COAD_T_59"
"COAD","Tumor",2.11998275129923,"COAD_T_60"
"COAD","Tumor",1.33046876926319,"COAD_T_61"
"COAD","Tumor",5.99146246630661,"COAD_T_62"
"COAD","Tumor",4.49472452809083,"COAD_T_63"
"COAD","Normal",3.16473770466698,"COAD_N_1"
"COAD","Normal",3.3816794961299,"COAD_N_2"
"COAD","Normal",2.60669388905906,"COAD_N_3"
"COAD","Normal",3.53775595408183,"COAD_N_4"
"COAD","Normal",2.64839258518617,"COAD_N_5"
"COAD","Normal",1.91700701518097,"COAD_N_6"
"COAD","Normal",3.15585379148486,"COAD_N_7"
"COAD","Normal",4.61014039312271,"COAD_N_8"
"COAD","Normal",3.69419089059601,"COAD_N_9"
"COAD","Normal",3.98566213089457,"COAD_N_10"
"COAD","Normal",3.34054399741209,"COAD_N_11"
"COAD","Normal",2.56661367628458,"COAD_N_12"
"COAD","Normal",2.89166673484934,"COAD_N_13"
"COAD","Normal",2.83486093348802,"COAD_N_14"
"COAD","Normal",2.67849959511189,"COAD_N_15"
"COAD","Normal",3.61679324608134,"COAD_N_16"
"COAD","Normal",2.09556861704523,"COAD_N_17"
"COAD","Normal",3.74655232462778,"COAD_N_18"
"COAD","Normal",3.74478140791828,"COAD_N_19"
"COAD","Normal",2.09456153168257,"COAD_N_20"
"COAD","Normal",3.56505301725799,"COAD_N_21"
"COAD","Normal",4.99764074081317,"COAD_N_22"
"COAD","Normal",2.60768703338428,"COAD_N_23"
"COAD","Normal",3.72938281206402,"COAD_N_24"
"COAD","Normal",2.42769794244204,"COAD_N_25"
"COAD","Normal",3.9420285534998,"COAD_N_26"
"COAD","Normal",3.25331919487881,"COAD_N_27"
"COAD","Normal",4.3749917322361,"COAD_N_28"
"COAD","Normal",1.88628283610803,"COAD_N_29"
"COAD","Normal",3.01242111003728,"COAD_N_30"
"COAD","Normal",2.63191927803709,"COAD_N_31"
"COAD","Normal",2.89564752367652,"COAD_N_32"
"DLBC","Tumor",0.592513658590389,"DLBC_T_1"
"DLBC","Tumor",0,"DLBC_T_2"
"DLBC","Tumor",1.25056130970465,"DLBC_T_3"
"DLBC","Tumor",1.24155329373414,"DLBC_T_4"
"DLBC","Tumor",1.9925727345868,"DLBC_T_5"
"DLBC","Tumor",1.24906144613024,"DLBC_T_6"
"DLBC","Tumor",1.7606183290453,"DLBC_T_7"
"DLBC","Tumor",0.519210034921801,"DLBC_T_8"
"DLBC","Tumor",0.433979950659315,"DLBC_T_9"
"DLBC","Tumor",0.838929604107429,"DLBC_T_10"
"DLBC","Tumor",2.76086097375982,"DLBC_T_11"
"DLBC","Tumor",0.83960380684175,"DLBC_T_12"
"DLBC","Tumor",1.40604826678225,"DLBC_T_13"
"DLBC","Tumor",0,"DLBC_T_14"
"DLBC","Tumor",1.32947643154515,"DLBC_T_15"
"DLBC","Tumor",2.47649202745221,"DLBC_T_16"
"DLBC","Tumor",0.751799757351046,"DLBC_T_17"
"DLBC","Tumor",2.13377811468518,"DLBC_T_18"
"DLBC","Tumor",0.2719888990949,"DLBC_T_19"
"DLBC","Tumor",0.262820469511444,"DLBC_T_20"
"DLBC","Tumor",0.376938460400523,"DLBC_T_21"
"DLBC","Tumor",0,"DLBC_T_22"
"DLBC","Tumor",0.516122153841837,"DLBC_T_23"
"DLBC","Tumor",2.99621992962511,"DLBC_T_24"
"DLBC","Tumor",0.829761943807279,"DLBC_T_25"
"DLBC","Tumor",2.45906062770564,"DLBC_T_26"
"DLBC","Tumor",1.19902396995535,"DLBC_T_27"
"DLBC","Tumor",0.817934893085773,"DLBC_T_28"
"DLBC","Tumor",1.42326681635781,"DLBC_T_29"
"DLBC","Tumor",0.273809836233999,"DLBC_T_30"
"DLBC","Tumor",2.18697297244162,"DLBC_T_31"
"DLBC","Tumor",0,"DLBC_T_32"
"DLBC","Tumor",1.8795473041315,"DLBC_T_33"
"DLBC","Tumor",1.31696750500444,"DLBC_T_34"
"DLBC","Tumor",1.21691874041916,"DLBC_T_35"
"DLBC","Tumor",1.80469718108524,"DLBC_T_36"
"DLBC","Tumor",0.219421155637022,"DLBC_T_37"
"DLBC","Tumor",0,"DLBC_T_38"
"DLBC","Tumor",0.786561479401857,"DLBC_T_39"
"DLBC","Tumor",2.29115360890565,"DLBC_T_40"
"DLBC","Tumor",1.65559908656185,"DLBC_T_41"
"DLBC","Tumor",3.35884530165301,"DLBC_T_42"
"DLBC","Tumor",0.0743067958174579,"DLBC_T_43"
"DLBC","Tumor",1.18436511968999,"DLBC_T_44"
"DLBC","Tumor",4.1355421765796,"DLBC_T_45"
"DLBC","Tumor",1.09815953174175,"DLBC_T_46"
"DLBC","Tumor",1.96991263415481,"DLBC_T_47"
"DLBC","Tumor",1.9278603230937,"DLBC_T_48"
"DLBC","Tumor",2.68932170483385,"DLBC_T_49"
"DLBC","Tumor",1.1337168267421,"DLBC_T_50"
"DLBC","Tumor",2.28381332829244,"DLBC_T_51"
"DLBC","Tumor",0,"DLBC_T_52"
"DLBC","Tumor",0.326543836316325,"DLBC_T_53"
"DLBC","Tumor",1.1560391269484,"DLBC_T_54"
"DLBC","Tumor",0.488311736209966,"DLBC_T_55"
"DLBC","Tumor",1.30263516533191,"DLBC_T_56"
"DLBC","Tumor",0,"DLBC_T_57"
"DLBC","Tumor",1.61364464065908,"DLBC_T_58"
"DLBC","Tumor",0.585877412662765,"DLBC_T_59"
"DLBC","Tumor",0.615589604085917,"DLBC_T_60"
"DLBC","Tumor",0.928060811456757,"DLBC_T_61"
"DLBC","Tumor",0.493446461396159,"DLBC_T_62"
"DLBC","Tumor",0,"DLBC_T_63"
"DLBC","Tumor",1.68244183935182,"DLBC_T_64"
"DLBC","Tumor",1.10529387040442,"DLBC_T_65"
"DLBC","Tumor",0,"DLBC_T_66"
"DLBC","Tumor",2.18594459037848,"DLBC_T_67"
"DLBC","Tumor",0.386741760160651,"DLBC_T_68"
"DLBC","Tumor",1.27412652114998,"DLBC_T_69"
"DLBC","Tumor",1.37067130892464,"DLBC_T_70"
"DLBC","Tumor",0.026520499671512,"DLBC_T_71"
"DLBC","Tumor",0,"DLBC_T_72"
"DLBC","Tumor",2.61113519986325,"DLBC_T_73"
"DLBC","Tumor",3.00211054180536,"DLBC_T_74"
"DLBC","Tumor",1.67686031857661,"DLBC_T_75"
"DLBC","Tumor",1.24507993472389,"DLBC_T_76"
"DLBC","Tumor",1.21561571815905,"DLBC_T_77"
"DLBC","Tumor",1.392126391048,"DLBC_T_78"
"DLBC","Tumor",0.804818099614148,"DLBC_T_79"
"DLBC","Tumor",2.12684974770804,"DLBC_T_80"
"DLBC","Tumor",1.77222273247292,"DLBC_T_81"
"DLBC","Tumor",0.483348894190834,"DLBC_T_82"
"DLBC","Tumor",1.20225882388029,"DLBC_T_83"
"DLBC","Tumor",1.11593897264908,"DLBC_T_84"
"DLBC","Tumor",1.14432011355739,"DLBC_T_85"
"DLBC","Tumor",2.10676809536694,"DLBC_T_86"
"DLBC","Tumor",0.563556157796835,"DLBC_T_87"
"DLBC","Tumor",1.70169330544823,"DLBC_T_88"
"DLBC","Tumor",1.25236997432791,"DLBC_T_89"
"DLBC","Tumor",1.04363599594568,"DLBC_T_90"
"DLBC","Tumor",2.0592404458351,"DLBC_T_91"
"DLBC","Tumor",1.21700909100762,"DLBC_T_92"
"DLBC","Tumor",0,"DLBC_T_93"
"DLBC","Tumor",0,"DLBC_T_94"
"DLBC","Normal",1.00529791450682,"DLBC_N_1"
"DLBC","Normal",0.586940667087797,"DLBC_N_2"
"DLBC","Normal",1.05160999927907,"DLBC_N_3"
"DLBC","Normal",0.117366076860497,"DLBC_N_4"
"DLBC","Normal",1.24353374219452,"DLBC_N_5"
"DLBC","Normal",1.28545367182566,"DLBC_N_6"
"DLBC","Normal",1.3432159899325,"DLBC_N_7"
"DLBC","Normal",1.55991877432953,"DLBC_N_8"
"DLBC","Normal",1.8683363881946,"DLBC_N_9"
"DLBC","Normal",1.20504537448946,"DLBC_N_10"
"DLBC","Normal",1.81722776887749,"DLBC_N_11"
"DLBC","Normal",0.816250363215165,"DLBC_N_12"
"DLBC","Normal",2.11244934360775,"DLBC_N_13"
"DLBC","Normal",1.64820771210762,"DLBC_N_14"
"DLBC","Normal",1.49104932263917,"DLBC_N_15"
"DLBC","Normal",1.03642312292699,"DLBC_N_16"
"DLBC","Normal",2.93747500582012,"DLBC_N_17"
"DLBC","Normal",1.88708168244214,"DLBC_N_18"
"DLBC","Normal",1.77582250372053,"DLBC_N_19"
"DLBC","Normal",0,"DLBC_N_20"
"DLBC","Normal",0.00793446445508739,"DLBC_N_21"
"DLBC","Normal",1.52937301804691,"DLBC_N_22"
"DLBC","Normal",2.29461891073676,"DLBC_N_23"
"DLBC","Normal",1.55596986350089,"DLBC_N_24"
"DLBC","Normal",0.778619267365898,"DLBC_N_25"
"DLBC","Normal",1.45073371220375,"DLBC_N_26"
"DLBC","Normal",1.15626196232749,"DLBC_N_27"
"DLBC","Normal",1.75134204559637,"DLBC_N_28"
"DLBC","Normal",0.843252896286658,"DLBC_N_29"
"DLBC","Normal",0.857941156901977,"DLBC_N_30"
"DLBC","Normal",1.80930391339634,"DLBC_N_31"
"DLBC","Normal",2.32152471592257,"DLBC_N_32"
"DLBC","Normal",2.91685465031788,"DLBC_N_33"
"DLBC","Normal",1.80682841978986,"DLBC_N_34"
"DLBC","Normal",1.28035092793301,"DLBC_N_35"
"DLBC","Normal",0.431310675852521,"DLBC_N_36"
"DLBC","Normal",0.870842544602843,"DLBC_N_37"
"DLBC","Normal",2.47776323348423,"DLBC_N_38"
"DLBC","Normal",1.00017224339022,"DLBC_N_39"
"DLBC","Normal",1.9485488463598,"DLBC_N_40"
"DLBC","Normal",1.32837405705822,"DLBC_N_41"
"DLBC","Normal",2.25702047838159,"DLBC_N_42"
"ESCA","Tumor",0.931559198329046,"ESCA_T_1"
"ESCA","Tumor",0.119335904230325,"ESCA_T_2"
"ESCA","Tumor",0.966683695509739,"ESCA_T_3"
"ESCA","Tumor",1.7786277425249,"ESCA_T_4"
"ESCA","Tumor",0.295068851533422,"ESCA_T_5"
"ESCA","Tumor",2.24976098888765,"ESCA_T_6"
"ESCA","Tumor",1.94912233833767,"ESCA_T_7"
"ESCA","Tumor",0.755563283899695,"ESCA_T_8"
"ESCA","Tumor",1.8861032519014,"ESCA_T_9"
"ESCA","Tumor",2.40785947201418,"ESCA_T_10"
"ESCA","Tumor",2.72087356278208,"ESCA_T_11"
"ESCA","Tumor",1.44693003087381,"ESCA_T_12"
"ESCA","Tumor",1.56614151560929,"ESCA_T_13"
"ESCA","Tumor",1.57306417453841,"ESCA_T_14"
"ESCA","Tumor",3.10124006557538,"ESCA_T_15"
"ESCA","Tumor",2.78485020179833,"ESCA_T_16"
"ESCA","Tumor",2.49417987727737,"ESCA_T_17"
"ESCA","Tumor",1.37243750967964,"ESCA_T_18"
"ESCA","Tumor",2.03301974368674,"ESCA_T_19"
"ESCA","Tumor",2.06306864074103,"ESCA_T_20"
"ESCA","Tumor",0.618105015231012,"ESCA_T_21"
"ESCA","Tumor",0,"ESCA_T_22"
"ESCA","Tumor",2.30160833717195,"ESCA_T_23"
"ESCA","Tumor",0.130467778339912,"ESCA_T_24"
"ESCA","Tumor",1.66146199800454,"ESCA_T_25"
"ESCA","Tumor",1.91002613086867,"ESCA_T_26"
"ESCA","Tumor",2.22364569982622,"ESCA_T_27"
"ESCA","Tumor",1.84920454703514,"ESCA_T_28"
"ESCA","Tumor",0.926924503223209,"ESCA_T_29"
"ESCA","Tumor",2.6461441694158,"ESCA_T_30"
"ESCA","Tumor",3.39841207642658,"ESCA_T_31"
"ESCA","Tumor",2.54095711844578,"ESCA_T_32"
"ESCA","Tumor",0,"ESCA_T_33"
"ESCA","Tumor",3.05935449492328,"ESCA_T_34"
"ESCA","Tumor",1.60372236333407,"ESCA_T_35"
"ESCA","Tumor",2.18469258883962,"ESCA_T_36"
"ESCA","Tumor",2.28181154539139,"ESCA_T_37"
"ESCA","Tumor",1.56309223631363,"ESCA_T_38"
"ESCA","Tumor",1.58451511187161,"ESCA_T_39"
"ESCA","Tumor",2.67893537885123,"ESCA_T_40"
"ESCA","Tumor",2.37138023200658,"ESCA_T_41"
"ESCA","Tumor",2.65004055556457,"ESCA_T_42"
"ESCA","Tumor",4.04270500475066,"ESCA_T_43"
"ESCA","Tumor",2.32419417321442,"ESCA_T_44"
"ESCA","Tumor",1.86715946690564,"ESCA_T_45"
"ESCA","Tumor",0,"ESCA_T_46"
"ESCA","Tumor",4.35149231276645,"ESCA_T_47"
"ESCA","Tumor",1.17710148772403,"ESCA_T_48"
"ESCA","Tumor",4.03451302461573,"ESCA_T_49"
"ESCA","Tumor",2.03442187752532,"ESCA_T_50"
"ESCA","Tumor",3.19820850841713,"ESCA_T_51"
"ESCA","Tumor",1.5500679883441,"ESCA_T_52"
"ESCA","Tumor",2.17124906421846,"ESCA_T_53"
"ESCA","Tumor",1.8737362891626,"ESCA_T_54"
"ESCA","Tumor",1.47365761014684,"ESCA_T_55"
"ESCA","Tumor",1.53938448489784,"ESCA_T_56"
"ESCA","Tumor",2.67261264536459,"ESCA_T_57"
"ESCA","Tumor",1.45832016254883,"ESCA_T_58"
"ESCA","Tumor",0,"ESCA_T_59"
"ESCA","Tumor",1.46388906069051,"ESCA_T_60"
"ESCA","Tumor",2.19956891505661,"ESCA_T_61"
"ESCA","Tumor",2.27623402587177,"ESCA_T_62"
"ESCA","Tumor",2.27634612699777,"ESCA_T_63"
"ESCA","Tumor",0,"ESCA_T_64"
"ESCA","Tumor",2.02852036753153,"ESCA_T_65"
"ESCA","Tumor",2.6276375194674,"ESCA_T_66"
"ESCA","Tumor",2.93635699098799,"ESCA_T_67"
"ESCA","Tumor",1.43481703847622,"ESCA_T_68"
"ESCA","Tumor",1.33788572333753,"ESCA_T_69"
"ESCA","Tumor",3.14761614139837,"ESCA_T_70"
"ESCA","Tumor",0,"ESCA_T_71"
"ESCA","Tumor",1.22294833260721,"ESCA_T_72"
"ESCA","Tumor",2.11724038887779,"ESCA_T_73"
"ESCA","Tumor",0.0420045441391077,"ESCA_T_74"
"ESCA","Tumor",1.93940617195209,"ESCA_T_75"
"ESCA","Tumor",3.53764233057253,"ESCA_T_76"
"ESCA","Tumor",1.65571765608399,"ESCA_T_77"
"ESCA","Tumor",1.38132428455675,"ESCA_T_78"
"ESCA","Tumor",2.13469002355439,"ESCA_T_79"
"ESCA","Tumor",1.38070613873303,"ESCA_T_80"
"ESCA","Tumor",2.4731786835994,"ESCA_T_81"
"ESCA","Tumor",2.56421377397003,"ESCA_T_82"
"ESCA","Tumor",1.66246997075045,"ESCA_T_83"
"ESCA","Tumor",0.483086151770607,"ESCA_T_84"
"ESCA","Tumor",0.341557582061246,"ESCA_T_85"
"ESCA","Tumor",1.06678094386502,"ESCA_T_86"
"ESCA","Tumor",2.45715881007017,"ESCA_T_87"
"ESCA","Tumor",0,"ESCA_T_88"
"ESCA","Tumor",0,"ESCA_T_89"
"ESCA","Tumor",1.00599848476023,"ESCA_T_90"
"ESCA","Tumor",2.05417315750092,"ESCA_T_91"
"ESCA","Tumor",0.746212261355342,"ESCA_T_92"
"ESCA","Tumor",2.54652734661639,"ESCA_T_93"
"ESCA","Tumor",1.99314827967552,"ESCA_T_94"
"ESCA","Tumor",1.48913869128172,"ESCA_T_95"
"ESCA","Tumor",2.47860644605211,"ESCA_T_96"
"ESCA","Tumor",2.0481434723397,"ESCA_T_97"
"ESCA","Normal",1.34467025705486,"ESCA_N_1"
"ESCA","Normal",1.67778899590241,"ESCA_N_2"
"ESCA","Normal",1.44480498540997,"ESCA_N_3"
"ESCA","Normal",0.633370143160751,"ESCA_N_4"
"ESCA","Normal",1.84394007357169,"ESCA_N_5"
"ESCA","Normal",2.08212728996723,"ESCA_N_6"
"ESCA","Normal",1.380797954755,"ESCA_N_7"
"ESCA","Normal",1.27506203949008,"ESCA_N_8"
"ESCA","Normal",1.09927824489646,"ESCA_N_9"
"ESCA","Normal",2.88891098656256,"ESCA_N_10"
"ESCA","Normal",1.38083073522897,"ESCA_N_11"
"ESCA","Normal",1.03314308656038,"ESCA_N_12"
"ESCA","Normal",0,"ESCA_N_13"
"ESCA","Normal",0,"ESCA_N_14"
"ESCA","Normal",1.09763974903188,"ESCA_N_15"
"ESCA","Normal",1.32481354539481,"ESCA_N_16"
"ESCA","Normal",1.38127627660963,"ESCA_N_17"
"ESCA","Normal",1.81698373387923,"ESCA_N_18"
"ESCA","Normal",1.00445638206397,"ESCA_N_19"
"ESCA","Normal",2.13144934510638,"ESCA_N_20"
"ESCA","Normal",0.422565475224672,"ESCA_N_21"
"ESCA","Normal",0.193024133165881,"ESCA_N_22"
"ESCA","Normal",0.176589367477283,"ESCA_N_23"
"ESCA","Normal",1.75361592886955,"ESCA_N_24"
"ESCA","Normal",1.09344235564895,"ESCA_N_25"
"ESCA","Normal",1.79163264697673,"ESCA_N_26"
"ESCA","Normal",0.945613172274666,"ESCA_N_27"
"ESCA","Normal",0.686264627750084,"ESCA_N_28"
"ESCA","Normal",0.865096249419129,"ESCA_N_29"
"ESCA","Normal",0,"ESCA_N_30"
"ESCA","Normal",0.224086101189042,"ESCA_N_31"
"ESCA","Normal",0.00615059243357385,"ESCA_N_32"
"ESCA","Normal",2.00323612710061,"ESCA_N_33"
"ESCA","Normal",0.681914236430094,"ESCA_N_34"
"ESCA","Normal",1.79134619175248,"ESCA_N_35"
"ESCA","Normal",2.3729707908739,"ESCA_N_36"
"ESCA","Normal",1.00635846223238,"ESCA_N_37"
"ESCA","Normal",1.38688143460222,"ESCA_N_38"
"ESCA","Normal",0,"ESCA_N_39"
"ESCA","Normal",0.504842487504492,"ESCA_N_40"
"ESCA","Normal",1.2047501890266,"ESCA_N_41"
"ESCA","Normal",1.39904783218926,"ESCA_N_42"
"GBM","Tumor",2.17415116321892,"GBM_T_1"
"GBM","Tumor",0.809318470311316,"GBM_T_2"
"GBM","Tumor",2.86214882016526,"GBM_T_3"
"GBM","Tumor",4.29006595108965,"GBM_T_4"
"GBM","Tumor",1.23376391463967,"GBM_T_5"
"GBM","Tumor",3.76666271472009,"GBM_T_6"
"GBM","Tumor",3.62352573445726,"GBM_T_7"
"GBM","Tumor",3.00962857457288,"GBM_T_8"
"GBM","Tumor",1.73086481588104,"GBM_T_9"
"GBM","Tumor",1.24530378911764,"GBM_T_10"
"GBM","Tumor",4.13835484245513,"GBM_T_11"
"GBM","Tumor",3.18860850668231,"GBM_T_12"
"GBM","Tumor",2.85703895933267,"GBM_T_13"
"GBM","Tumor",2.91050177424342,"GBM_T_14"
"GBM","Tumor",1.09267751738926,"GBM_T_15"
"GBM","Tumor",3.76020503857899,"GBM_T_16"
"GBM","Tumor",4.22086915554955,"GBM_T_17"
"GBM","Tumor",2.64880019509615,"GBM_T_18"
"GBM","Tumor",1.38947412445917,"GBM_T_19"
"GBM","Tumor",2.30458919656327,"GBM_T_20"
"GBM","Tumor",2.13215113576242,"GBM_T_21"
"GBM","Tumor",3.38904034024688,"GBM_T_22"
"GBM","Tumor",3.01750267588165,"GBM_T_23"
"GBM","Tumor",1.76520682277442,"GBM_T_24"
"GBM","Tumor",2.48316321933319,"GBM_T_25"
"GBM","Tumor",4.1472594913675,"GBM_T_26"
"GBM","Tumor",2.87363234779683,"GBM_T_27"
"GBM","Tumor",3.49254790090686,"GBM_T_28"
"GBM","Tumor",3.66234135685598,"GBM_T_29"
"GBM","Tumor",4.48167368204067,"GBM_T_30"
"GBM","Tumor",0.0656506576686127,"GBM_T_31"
"GBM","Tumor",0.0958180341285639,"GBM_T_32"
"GBM","Tumor",3.39657915326857,"GBM_T_33"
"GBM","Tumor",2.28173284987619,"GBM_T_34"
"GBM","Tumor",3.5467847187862,"GBM_T_35"
"GBM","Tumor",2.92996900926331,"GBM_T_36"
"GBM","Tumor",2.61685376899613,"GBM_T_37"
"GBM","Tumor",2.36641035914938,"GBM_T_38"
"GBM","Tumor",4.1373332423046,"GBM_T_39"
"GBM","Tumor",0.52380154688222,"GBM_T_40"
"GBM","Tumor",2.60661650442516,"GBM_T_41"
"GBM","Tumor",5.02840414403188,"GBM_T_42"
"GBM","Tumor",2.22025236644293,"GBM_T_43"
"GBM","Tumor",3.95000070376764,"GBM_T_44"
"GBM","Tumor",2.97311295334774,"GBM_T_45"
"GBM","Tumor",2.87331918535792,"GBM_T_46"
"GBM","Tumor",2.51121484264819,"GBM_T_47"
"GBM","Tumor",1.95797593773378,"GBM_T_48"
"GBM","Tumor",2.54679755683526,"GBM_T_49"
"GBM","Tumor",2.01052476300076,"GBM_T_50"
"GBM","Tumor",2.90512865743999,"GBM_T_51"
"GBM","Tumor",1.14132108361767,"GBM_T_52"
"GBM","Tumor",2.28062002360478,"GBM_T_53"
"GBM","Tumor",3.63628226786183,"GBM_T_54"
"GBM","Tumor",0.807098054513849,"GBM_T_55"
"GBM","Tumor",3.5959816380093,"GBM_T_56"
"GBM","Tumor",2.18318011666073,"GBM_T_57"
"GBM","Tumor",4.35189479944246,"GBM_T_58"
"GBM","Normal",1.80576672782355,"GBM_N_1"
"GBM","Normal",1.98400696289716,"GBM_N_2"
"GBM","Normal",2.85673301374438,"GBM_N_3"
"GBM","Normal",3.92829959295398,"GBM_N_4"
"GBM","Normal",3.48475167288947,"GBM_N_5"
"GBM","Normal",2.11740408705826,"GBM_N_6"
"GBM","Normal",3.27779638727073,"GBM_N_7"
"GBM","Normal",2.5782033837477,"GBM_N_8"
"GBM","Normal",2.85810898732746,"GBM_N_9"
"GBM","Normal",2.82534725854198,"GBM_N_10"
"GBM","Normal",4.67741787693145,"GBM_N_11"
"GBM","Normal",1.66882701748295,"GBM_N_12"
"GBM","Normal",2.69779395316302,"GBM_N_13"
"GBM","Normal",1.19307623557864,"GBM_N_14"
"GBM","Normal",3.08892680431974,"GBM_N_15"
"GBM","Normal",3.49434484332986,"GBM_N_16"
"GBM","Normal",3.77358785883366,"GBM_N_17"
"GBM","Normal",1.07694186448304,"GBM_N_18"
"GBM","Normal",2.94727366370796,"GBM_N_19"
"GBM","Normal",3.89175402705965,"GBM_N_20"
"GBM","Normal",2.28584537551889,"GBM_N_21"
"GBM","Normal",2.44733764028717,"GBM_N_22"
"GBM","Normal",2.58782828818894,"GBM_N_23"
"GBM","Normal",2.90907306709916,"GBM_N_24"
"GBM","Normal",3.14918596654951,"GBM_N_25"
"GBM","Normal",3.67131477292192,"GBM_N_26"
"GBM","Normal",2.54066799359674,"GBM_N_27"
"GBM","Normal",2.77408050233071,"GBM_N_28"
"GBM","Normal",4.6074563677299,"GBM_N_29"
"GBM","Normal",2.96193720844473,"GBM_N_30"
"GBM","Normal",2.7680605534166,"GBM_N_31"
"GBM","Normal",1.54326356572597,"GBM_N_32"
"GBM","Normal",2.61934290405051,"GBM_N_33"
"GBM","Normal",2.43999714341923,"GBM_N_34"
"GBM","Normal",2.60822140210523,"GBM_N_35"
"GBM","Normal",2.1567239529358,"GBM_N_36"
"GBM","Normal",2.06760554399857,"GBM_N_37"
"GBM","Normal",2.04043916049664,"GBM_N_38"
"GBM","Normal",2.44545445363291,"GBM_N_39"
"GBM","Normal",3.71156418437563,"GBM_N_40"
"GBM","Normal",3.4563273672002,"GBM_N_41"
"GBM","Normal",2.32907797159829,"GBM_N_42"
"GBM","Normal",1.26832490232174,"GBM_N_43"
"HNSC","Tumor",2.93435250468931,"HNSC_T_1"
"HNSC","Tumor",5.03397842943078,"HNSC_T_2"
"HNSC","Tumor",3.30438096254842,"HNSC_T_3"
"HNSC","Tumor",2.82156829940843,"HNSC_T_4"
"HNSC","Tumor",3.60893521411314,"HNSC_T_5"
"HNSC","Tumor",2.765353202947,"HNSC_T_6"
"HNSC","Tumor",2.07466247998976,"HNSC_T_7"
"HNSC","Tumor",3.81067357822363,"HNSC_T_8"
"HNSC","Tumor",2.80295495143581,"HNSC_T_9"
"HNSC","Tumor",3.2817622924812,"HNSC_T_10"
"HNSC","Tumor",2.96648751289959,"HNSC_T_11"
"HNSC","Tumor",2.83960999183281,"HNSC_T_12"
"HNSC","Tumor",3.00361132258049,"HNSC_T_13"
"HNSC","Tumor",1.28558763479488,"HNSC_T_14"
"HNSC","Tumor",3.16318261190803,"HNSC_T_15"
"HNSC","Tumor",1.62141274882462,"HNSC_T_16"
"HNSC","Tumor",2.64157959601123,"HNSC_T_17"
"HNSC","Tumor",2.67330719452727,"HNSC_T_18"
"HNSC","Tumor",2.36548903088178,"HNSC_T_19"
"HNSC","Tumor",1.23094115239082,"HNSC_T_20"
"HNSC","Tumor",4.43868414877977,"HNSC_T_21"
"HNSC","Tumor",2.5173757268647,"HNSC_T_22"
"HNSC","Tumor",0.897943360167255,"HNSC_T_23"
"HNSC","Tumor",1.68502675924855,"HNSC_T_24"
"HNSC","Tumor",3.53852419359514,"HNSC_T_25"
"HNSC","Tumor",3.3651725698923,"HNSC_T_26"
"HNSC","Tumor",2.11908772330793,"HNSC_T_27"
"HNSC","Tumor",3.11091100068618,"HNSC_T_28"
"HNSC","Tumor",3.65526504698559,"HNSC_T_29"
"HNSC","Tumor",3.07679026351719,"HNSC_T_30"
"HNSC","Tumor",2.02493718758783,"HNSC_T_31"
"HNSC","Tumor",3.39311957801708,"HNSC_T_32"
"HNSC","Tumor",2.05658539645402,"HNSC_T_33"
"HNSC","Tumor",2.61062575002198,"HNSC_T_34"
"HNSC","Tumor",3.43213303624779,"HNSC_T_35"
"HNSC","Tumor",1.66132121793973,"HNSC_T_36"
"HNSC","Tumor",1.98347991230954,"HNSC_T_37"
"HNSC","Tumor",1.87839788136491,"HNSC_T_38"
"HNSC","Tumor",2.31607915818627,"HNSC_T_39"
"HNSC","Tumor",0.97378573770598,"HNSC_T_40"
"HNSC","Tumor",2.84865948405109,"HNSC_T_41"
"HNSC","Tumor",3.84040584544256,"HNSC_T_42"
"HNSC","Tumor",2.78190613966313,"HNSC_T_43"
"HNSC","Tumor",3.05512771055949,"HNSC_T_44"
"HNSC","Tumor",2.21242572885338,"HNSC_T_45"
"HNSC","Tumor",1.79099627758237,"HNSC_T_46"
"HNSC","Tumor",2.572996725953,"HNSC_T_47"
"HNSC","Tumor",1.85233646244884,"HNSC_T_48"
"HNSC","Tumor",1.58633876709156,"HNSC_T_49"
"HNSC","Tumor",2.55303939487446,"HNSC_T_50"
"HNSC","Tumor",2.00475174724393,"HNSC_T_51"
"HNSC","Tumor",1.70348623092254,"HNSC_T_52"
"HNSC","Tumor",1.66681998523074,"HNSC_T_53"
"HNSC","Tumor",3.92046175411427,"HNSC_T_54"
